Record_ID	Plot_ID	Replicate	Web_ID	MajorGroup	PhylogeneticGroup	OTU	Guild	Trophic_ID	Taxon_ID	TrophicLevel	Log10(Abundance)	Log10(Mass)	Log10(Biomass)	TotalSoil-C	TotalSoil-N	TotalSoil-P	Soil-pH
1	A	1	A1	Mesofauna	Acarina	Achipteria coleoptrata	Macrophytophage and panphytophage mite	12	12001	2	2.88	1.31	4.19	1916.67	173.57	18.86	5
2	A	1	A1	Mesofauna	Acarina	Eupodidae	Omnivore mite	82	82047	3	3.06	0.44	3.5	1916.67	173.57	18.86	5
3	A	2	A2	Mesofauna	Acarina	Achipteria coleoptrata	Macrophytophage and panphytophage mite	12	12001	2	2.88	1.14	4.02	2416.67	167.86	17.6	5
4	A	2	A2	Mesofauna	Acarina	Bdellidae	Predatory mite (attacking arthropods)	62	62015	3	2.58	0.92	3.5	2416.67	167.86	17.6	5
5	A	2	A2	Mesofauna	Acarina	Eupodidae	Omnivore mite	82	82047	3	2.88	0.36	3.24	2416.67	167.86	17.6	5
6	A	2	A2	Mesofauna	Acarina	Oribatida	Omnivore mite	82	82090	3	2.58	0.02	2.6	2416.67	167.86	17.6	5
7	A	2	A2	Mesofauna	Acarina	Pachygnatidae	Macrophytophage and panphytophage mite	12	12092	2	2.58	0.28	2.86	2416.67	167.86	17.6	5
8	A	2	A2	Mesofauna	Acarina	Pygmephorus	Microphytophage mite (feeding on fungi)	22	22112	2	2.88	0.18	3.06	2416.67	167.86	17.6	5
9	A	2	A2	Mesofauna	Acarina	Tydeidae	Macrophytophage and panphytophage mite	12	12139	2	2.88	-0.1	2.78	2416.67	167.86	17.6	5
10	A	2	A2	Mesofauna	Acarina	Uropoda orbicularis	Generalist mite	72	72142	3	2.88	1.4	4.28	2416.67	167.86	17.6	5
11	A	3	A3	Mesofauna	Acarina	Alliphis siculus	Predatory mite (attacking nematodes)	52	52004	3	2.88	0.21	3.09	3083.33	171.43	16.19	4.9
12	A	3	A3	Mesofauna	Acarina	Epicriopsis	Microphytophage mite (feeding on fungi)	22	22040	2	2.88	0.05	2.93	3083.33	171.43	16.19	4.9
13	A	3	A3	Mesofauna	Acarina	Eupodidae	Omnivore mite	82	82047	3	3.9	0.45	4.35	3083.33	171.43	16.19	4.9
14	A	3	A3	Mesofauna	Acarina	Liebstadia similis	Microphytophage mite (feeding on fungi)	22	22068	2	2.88	1.09	3.97	3083.33	171.43	16.19	4.9
15	A	3	A3	Mesofauna	Acarina	Pachygnatidae	Macrophytophage and panphytophage mite	12	12092	2	2.88	0.71	3.59	3083.33	171.43	16.19	4.9
16	A	3	A3	Mesofauna	Acarina	Parasitus	Generalist mite	72	72096	3	2.58	1.52	4.1	3083.33	171.43	16.19	4.9
17	A	3	A3	Mesofauna	Acarina	Scutacarus	Omnivore mite	82	82125	3	3.99	-0.46	3.53	3083.33	171.43	16.19	4.9
18	A	3	A3	Mesofauna	Acarina	Stigmaeidae	Omnivore mite	82	82131	3	2.58	1.19	3.77	3083.33	171.43	16.19	4.9
19	A	3	A3	Mesofauna	Acarina	Tyrophagus	Microphytophage mite (feeding on fungi)	22	22140	2	2.88	0.73	3.61	3083.33	171.43	16.19	4.9
20	B	1	B1	Mesofauna	Acarina	Cheiroseius	Generalist mite	72	72026	3	2.58	1.22	3.8	1583.33	187.86	16.05	5.1
21	B	1	B1	Mesofauna	Acarina	Eupodidae	Omnivore mite	82	82047	3	2.88	0.49	3.37	1583.33	187.86	16.05	5.1
22	B	1	B1	Mesofauna	Acarina	Lysigamasus	Generalist mite	72	72071	3	2.58	1.33	3.91	1583.33	187.86	16.05	5.1
23	B	1	B1	Mesofauna	Acarina	Pachygnatidae	Macrophytophage and panphytophage mite	12	12092	2	2.58	0.55	3.13	1583.33	187.86	16.05	5.1
24	B	1	B1	Mesofauna	Acarina	Prostigmata	Predatory mite (parasitizing mites and nematodes)	92	92105	3	2.58	0.43	3.01	1583.33	187.86	16.05	5.1
25	B	2	B2	Mesofauna	Acarina	Eupodidae	Omnivore mite	82	82047	3	2.58	0.43	3.01	2166.67	165	16.75	5.2
26	B	3	B3	Mesofauna	Acarina	Bdellidae	Predatory mite (attacking arthropods)	62	62015	3	2.58	0.86	3.44	2333.33	145.71	16.89	5.3
27	B	3	B3	Mesofauna	Acarina	Cheiroseius	Generalist mite	72	72026	3	2.58	1.11	3.69	2333.33	145.71	16.89	5.3
28	B	3	B3	Mesofauna	Acarina	Eupodidae	Omnivore mite	82	82047	3	2.88	-0.27	2.61	2333.33	145.71	16.89	5.3
29	B	3	B3	Mesofauna	Acarina	Lysigamasus	Generalist mite	72	72071	3	3.06	1.43	4.49	2333.33	145.71	16.89	5.3
30	B	3	B3	Mesofauna	Acarina	Pachygnatidae	Macrophytophage and panphytophage mite	12	12092	2	3.06	0.62	3.68	2333.33	145.71	16.89	5.3
31	B	3	B3	Mesofauna	Acarina	Pergamasus	Generalist mite	72	72100	3	2.88	2.01	4.89	2333.33	145.71	16.89	5.3
32	B	3	B3	Mesofauna	Acarina	Tydeidae	Macrophytophage and panphytophage mite	12	12139	2	2.88	0.05	2.93	2333.33	145.71	16.89	5.3
33	B	3	B3	Mesofauna	Acarina	Tyrophagus	Microphytophage mite (feeding on fungi)	22	22140	2	2.58	0.86	3.44	2333.33	145.71	16.89	5.3
34	C	1	C1	Mesofauna	Acarina	Eupodidae	Omnivore mite	82	82047	3	2.58	0.64	3.22	3083.33	234.29	32.52	5.1
35	C	1	C1	Mesofauna	Acarina	Hypoaspis	Generalist mite	72	72058	3	2.58	1.82	4.4	3083.33	234.29	32.52	5.1
36	C	1	C1	Mesofauna	Acarina	Lysigamasus	Generalist mite	72	72071	3	2.58	1.4	3.98	3083.33	234.29	32.52	5.1
37	C	1	C1	Mesofauna	Acarina	Pachygnatidae	Macrophytophage and panphytophage mite	12	12092	2	2.58	0.64	3.22	3083.33	234.29	32.52	5.1
38	C	1	C1	Mesofauna	Acarina	Tyrophagus	Microphytophage mite (feeding on fungi)	22	22140	2	2.58	0.82	3.4	3083.33	234.29	32.52	5.1
39	C	2	C2	Mesofauna	Acarina	Achipteria coleoptrata	Macrophytophage and panphytophage mite	12	12001	2	3.06	1.14	4.2	3333.33	193.57	32.1	4.9
40	C	2	C2	Mesofauna	Acarina	Cheiroseius	Generalist mite	72	72026	3	2.58	0.67	3.25	3333.33	193.57	32.1	4.9
41	C	2	C2	Mesofauna	Acarina	Eupodidae	Omnivore mite	82	82047	3	3.48	0.45	3.93	3333.33	193.57	32.1	4.9
42	C	2	C2	Mesofauna	Acarina	Pachygnatidae	Macrophytophage and panphytophage mite	12	12092	2	3.06	-0.17	2.89	3333.33	193.57	32.1	4.9
43	C	2	C2	Mesofauna	Acarina	Parasitus	Generalist mite	72	72096	3	2.58	1.27	3.85	3333.33	193.57	32.1	4.9
44	C	2	C2	Mesofauna	Acarina	Rhizoglyphus	Macrophytophage and panphytophage mite	12	12117	2	3.36	1.2	4.56	3333.33	193.57	32.1	4.9
45	C	2	C2	Mesofauna	Acarina	Stigmaeidae	Omnivore mite	82	82131	3	2.58	1.08	3.66	3333.33	193.57	32.1	4.9
46	C	3	C3	Mesofauna	Acarina	Alliphis siculus	Predatory mite (attacking nematodes)	52	52004	3	2.58	0.86	3.44	3750	182.14	32.52	5.2
47	C	3	C3	Mesofauna	Acarina	Bdellidae	Predatory mite (attacking arthropods)	62	62015	3	2.58	0.64	3.22	3750	182.14	32.52	5.2
48	C	3	C3	Mesofauna	Acarina	Dendrolaelaps	Generalist mite	72	72034	3	2.58	0.43	3.01	3750	182.14	32.52	5.2
49	C	3	C3	Mesofauna	Acarina	Eupodidae	Omnivore mite	82	82047	3	3.58	0.47	4.05	3750	182.14	32.52	5.2
50	C	3	C3	Mesofauna	Acarina	Hypoaspis	Generalist mite	72	72058	3	2.58	0.33	2.91	3750	182.14	32.52	5.2
51	C	3	C3	Mesofauna	Acarina	Lysigamasus	Generalist mite	72	72071	3	2.58	0.86	3.44	3750	182.14	32.52	5.2
52	C	3	C3	Mesofauna	Acarina	Macrocheles	Generalist mite	72	72072	3	2.58	1.82	4.4	3750	182.14	32.52	5.2
53	C	3	C3	Mesofauna	Acarina	Parasitus	Generalist mite	72	72096	3	2.88	1.54	4.42	3750	182.14	32.52	5.2
54	C	3	C3	Mesofauna	Acarina	Pergamasus	Generalist mite	72	72100	3	2.88	2.02	4.9	3750	182.14	32.52	5.2
55	C	3	C3	Mesofauna	Acarina	Pygmephorus	Microphytophage mite (feeding on fungi)	22	22112	2	2.58	0.18	2.76	3750	182.14	32.52	5.2
56	A	1	A1	Protozoa	Amoebae	Amoebae	Mostly bacterivore naked amoebae	36	36000	2	10.22	-4.35	5.87	1916.67	173.57	18.86	5
57	A	2	A2	Protozoa	Amoebae	Amoebae	Mostly bacterivore naked amoebae	36	36000	2	9.95	-4.37	5.58	2416.67	167.86	17.6	5
58	A	3	A3	Protozoa	Amoebae	Amoebae	Mostly bacterivore naked amoebae	36	36000	2	9.6	-4.37	5.23	3083.33	171.43	16.19	4.9
59	B	1	B1	Protozoa	Amoebae	Amoebae	Mostly bacterivore naked amoebae	36	36000	2	9.34	-4.37	4.97	1583.33	187.86	16.05	5.1
60	B	2	B2	Protozoa	Amoebae	Amoebae	Mostly bacterivore naked amoebae	36	36000	2	9.54	-4.36	5.18	2166.67	165	16.75	5.2
61	B	3	B3	Protozoa	Amoebae	Amoebae	Mostly bacterivore naked amoebae	36	36000	2	9.8	-4.35	5.45	2333.33	145.71	16.89	5.3
62	C	1	C1	Protozoa	Amoebae	Amoebae	Mostly bacterivore naked amoebae	36	36000	2	10.24	-4.38	5.86	3083.33	234.29	32.52	5.1
63	C	2	C2	Protozoa	Amoebae	Amoebae	Mostly bacterivore naked amoebae	36	36000	2	10.21	-4.4	5.81	3333.33	193.57	32.1	4.9
64	C	3	C3	Protozoa	Amoebae	Amoebae	Mostly bacterivore naked amoebae	36	36000	2	9.94	-4.39	5.55	3750	182.14	32.52	5.2
65	A	1	A1	Bacteria	Bacteria	Bacteria	Primary (heterotrophic) producer	48	48000	1	13.88	-6.96	6.92	1916.67	173.57	18.86	5
66	A	2	A2	Bacteria	Bacteria	Bacteria	Primary (heterotrophic) producer	48	48000	1	14.08	-6.98	7.1	2416.67	167.86	17.6	5
67	A	3	A3	Bacteria	Bacteria	Bacteria	Primary (heterotrophic) producer	48	48000	1	13.93	-7.06	6.87	3083.33	171.43	16.19	4.9
68	B	1	B1	Bacteria	Bacteria	Bacteria	Primary (heterotrophic) producer	48	48000	1	14.03	-6.89	7.14	1583.33	187.86	16.05	5.1
69	B	2	B2	Bacteria	Bacteria	Bacteria	Primary (heterotrophic) producer	48	48000	1	13.75	-7.01	6.74	2166.67	165	16.75	5.2
70	B	3	B3	Bacteria	Bacteria	Bacteria	Primary (heterotrophic) producer	48	48000	1	13.94	-6.91	7.03	2333.33	145.71	16.89	5.3
71	C	1	C1	Bacteria	Bacteria	Bacteria	Primary (heterotrophic) producer	48	48000	1	13.7	-6.96	6.74	3083.33	234.29	32.52	5.1
72	C	2	C2	Bacteria	Bacteria	Bacteria	Primary (heterotrophic) producer	48	48000	1	14.1	-7.03	7.07	3333.33	193.57	32.1	4.9
73	C	3	C3	Bacteria	Bacteria	Bacteria	Primary (heterotrophic) producer	48	48000	1	13.84	-6.92	6.92	3750	182.14	32.52	5.2
74	A	1	A1	Mesofauna	Collembola	Isotoma	Fungivore insect (springtail)	23	23013	2	2.88	1.9	4.78	1916.67	173.57	18.86	5
75	A	1	A1	Mesofauna	Collembola	Isotomidae	Fungivore insect (springtail)	23	23013	2	2.58	-1.01	1.57	1916.67	173.57	18.86	5
76	A	1	A1	Mesofauna	Collembola	Isotomiella minor	Fungivore insect (springtail)	23	23014	2	3.28	0.44	3.72	1916.67	173.57	18.86	5
77	A	1	A1	Mesofauna	Collembola	Lepidocyrtus	Fungivore insect (springtail)	23	23016	2	2.58	0.66	3.24	1916.67	173.57	18.86	5
78	A	1	A1	Mesofauna	Collembola	Sminthurinus elegans	Plant-feeding insect (springtail)	13	13034	2	3.18	0.96	4.14	1916.67	173.57	18.86	5
79	A	1	A1	Mesofauna	Collembola	Sphaeridia pumilis	Plant-feeding insect (springtail)	13	13036	2	3.06	-0.49	2.57	1916.67	173.57	18.86	5
80	A	2	A2	Mesofauna	Collembola	Ceratophysella denticulata	Fungivore insect (springtail)	23	23004	2	2.88	0.38	3.26	2416.67	167.86	17.6	5
81	A	2	A2	Mesofauna	Collembola	Lepidocyrtus	Fungivore insect (springtail)	23	23016	2	3.06	0.25	3.31	2416.67	167.86	17.6	5
82	A	2	A2	Mesofauna	Collembola	Parisotoma notabilis	Fungivore insect (springtail)	23	23024	2	3.06	0.43	3.49	2416.67	167.86	17.6	5
83	A	2	A2	Mesofauna	Collembola	Sminthurinus elegans	Plant-feeding insect (springtail)	13	13034	2	3.18	0.86	4.04	2416.67	167.86	17.6	5
84	A	2	A2	Mesofauna	Collembola	Sphaeridia pumilis	Plant-feeding insect (springtail)	13	13036	2	2.88	-0.51	2.37	2416.67	167.86	17.6	5
85	A	3	A3	Mesofauna	Collembola	Friesea truncata	Fungivore insect (springtail)	23	23010	2	2.58	-0.04	2.54	3083.33	171.43	16.19	4.9
86	A	3	A3	Mesofauna	Collembola	Isotoma	Fungivore insect (springtail)	23	23013	2	2.58	2.09	4.67	3083.33	171.43	16.19	4.9
87	A	3	A3	Mesofauna	Collembola	Isotomurus	Fungivore insect (springtail)	23	23015	2	3.06	0.89	3.95	3083.33	171.43	16.19	4.9
88	A	3	A3	Mesofauna	Collembola	Lepidocyrtus	Fungivore insect (springtail)	23	23016	2	3.66	0.79	4.45	3083.33	171.43	16.19	4.9
89	A	3	A3	Mesofauna	Collembola	Parisotoma notabilis	Fungivore insect (springtail)	23	23024	2	3.28	0.74	4.02	3083.33	171.43	16.19	4.9
90	A	3	A3	Mesofauna	Collembola	Sminthurinus elegans	Plant-feeding insect (springtail)	13	13034	2	3.06	0.93	3.99	3083.33	171.43	16.19	4.9
91	A	3	A3	Mesofauna	Collembola	Sphaeridia pumilis	Plant-feeding insect (springtail)	13	13036	2	3.06	-0.58	2.48	3083.33	171.43	16.19	4.9
92	B	2	B2	Mesofauna	Collembola	Brachystomella parvula	Fungivore insect (springtail)	23	23003	2	2.58	-0.16	2.42	2166.67	165	16.75	5.2
93	B	2	B2	Mesofauna	Collembola	Folsomia	Fungivore insect (springtail)	23	23009	2	2.58	-0.22	2.36	2166.67	165	16.75	5.2
94	B	2	B2	Mesofauna	Collembola	Isotomiella minor	Fungivore insect (springtail)	23	23014	2	2.58	0.81	3.39	2166.67	165	16.75	5.2
95	B	2	B2	Mesofauna	Collembola	Onychiurus	Fungivore insect (springtail)	23	23021	2	2.88	0.69	3.57	2166.67	165	16.75	5.2
96	B	2	B2	Mesofauna	Collembola	Parisotoma notabilis	Fungivore insect (springtail)	23	23024	2	3.36	0.49	3.85	2166.67	165	16.75	5.2
97	B	2	B2	Mesofauna	Collembola	Sphaeridia pumilis	Plant-feeding insect (springtail)	13	13036	2	3.06	-0.38	2.68	2166.67	165	16.75	5.2
98	B	3	B3	Mesofauna	Collembola	Parisotoma notabilis	Fungivore insect (springtail)	23	23024	2	2.88	0.51	3.39	2333.33	145.71	16.89	5.3
